movie_id,cast_id,actor
32634,4,"James Stewart"
4597,4,"Laurence Fishburne"
88067,2,"Dolph Lundgren"
30526,1,"Dolph Lundgren"
28392,15,"Irving Bacon"
55261,5,"Dolph Lundgren"
27719,1,"Dolph Lundgren"
33052,31,"Gino Corrado"
61872,2,"Kathy Bates"
61872,9,"Harry Dean Stanton"
32615,7,"Sean Connery"
19995,25,"Sigourney Weaver"
22897,2,"Meryl Streep"
22897,4,"Alec Baldwin"
10528,30,"Robert Downey Jr."
10528,5,"Mark Strong"
25196,3,"Jeff Bridges"
25196,5,"Robert Duvall"
36811,3,"Christopher Plummer"
36811,4,"Helen Mirren"
36811,5,"Paul Giamatti"
40494,2,"Burt Lancaster"
27172,1,"Kirk Douglas"
27172,2,"Henry Fonda"
17591,21,"Christopher Lee"
49687,2,"Marcello Mastroianni"
51831,1001,"Dolph Lundgren"
44808,1,"Dolph Lundgren"
24050,3,"Harry Dean Stanton"
36293,3,"Dolph Lundgren"
26129,2,"Dolph Lundgren"
96107,20,"Frank Faylen"
122163,1,"Dolph Lundgren"
25680,1,"Robert Mitchum"
51422,1,"Dolph Lundgren"
60489,1,"Dolph Lundgren"
16204,8,"Sigourney Weaver"
23404,1,"Dolph Lundgren"
20236,1,"Dolph Lundgren"
65572,5,"Steve Buscemi"
22327,5,"Ray Liotta"
22327,6,"Steve Buscemi"
22327,16,"M. Emmet Walsh"
19901,4,"Sam Neill"
19901,5,"Willem Dafoe"
13723,2,"Dolph Lundgren"
15791,1,"Dolph Lundgren"
20504,3,"Michael Gambon"
20504,23,"Malcolm McDowell"
26820,3,"Kevin Bacon"
24271,1,"Morgan Freeman"
24271,2,"Christopher Walken"
24271,3,"William H. Macy"
52273,3,"Dolph Lundgren"
95140,4,"Dolph Lundgren"
179066,3,"Joan Crawford"
179066,31,"Gino Corrado"
179066,37,"John George"
37222,10,"Orson Welles"
28280,1,"Dolph Lundgren"
26125,1,"Dolph Lundgren"
26765,8,"Whoopi Goldberg"
26765,16,"Robert De Niro"
26765,19,"Harry Dean Stanton"
26765,30,"Ernest Borgnine"
26765,34,"James Caan"
26765,43,"Robin Williams"
5707,9,"Tom Hanks"
323111,12,"Keith David"
18476,2,"Dennis Quaid"
18476,17,"Peter Stormare"
20107,1,"William H. Macy"
21521,1,"Jackie Chan"
44027,6,"Michael Shannon"
44027,1,"Willem Dafoe"
44027,4,"Brad Dourif"
44027,8,"Udo Kier"
31175,24,"Udo Kier"
10800,22,"Forest Whitaker"
25676,4,"Jackie Chan"
17606,2,"Antonio Banderas"
17606,4,"Liam Neeson"
25594,2,"Harvey Keitel"
52229,2,"Edward G. Robinson"
52229,3,"Bette Davis"
52229,4,"Humphrey Bogart"
52229,12,"Joseph Crehan"
52229,14,"Frank Faylen"
2395,16,"Gérard Depardieu"
57978,6,"Alfred Molina"
23410,1,"Val Kilmer"
40083,1,"Paul Newman"
40083,2,"Henry Fonda"
59390,1,"Ed Harris"
22894,2,"Dennis Quaid"
15807,26,"James Flavin"
72241,6,"Boris Karloff"
72241,8,"Ward Bond"
22404,10,"George Sanders"
22404,11,"John Carradine"
22404,12,"Roddy McDowall"
106482,1,"Kevin Bacon"
17836,4,"Humphrey Bogart"
17836,19,"Alan Hale"
17836,32,"Ward Bond"
17836,43,"Paul Fix"
32130,15,"Bess Flowers"
32130,22,"Shelley Winters"
13522,4,"Stellan Skarsgård"
31156,5,"Eric Roberts"
13477,27,"Danny DeVito"
79509,2,"Eric Roberts"
79509,3,"James Earl Jones"
52863,3,"Bette Davis"
92283,1,"Gene Hackman"
71825,6,"Robert De Niro"
71825,13,"Christopher Walken"
71825,14,"Ernest Borgnine"
33630,2,"James Stewart"
33602,4,"David Strathairn"
43333,21,"Bess Flowers"
42212,1,"Jeff Goldblum"
33728,13,"Robert Duvall"
42683,1,"Humphrey Bogart"
31578,11,"Tom Arnold"
32856,23,"Kathy Bates"
7978,2,"Anthony Hopkins"
11324,4,"Ben Kingsley"
11324,7,"Max von Sydow"
20047,1,"Val Kilmer"
20047,2,"Eric Roberts"
32657,5,"Sean Bean"
23742,4,"Bruce Willis"
23742,18,"Kevin Pollak"
11439,6,"Tom Wilkinson"
32868,4,"J.K. Simmons"
30298,5,"Anthony Quinn"
23172,6,"Jackie Chan"
25950,4,"Patrick Stewart"
20083,1,"Jackie Chan"
22971,4,"Richard Jenkins"
12155,25,"Christopher Lee"
119819,5,"Reginald Owen"
29182,2,"John Hurt"
29182,4,"Tom Wilkinson"
17277,5,"Christopher Plummer"
17277,19,"James Mason"
61880,1,"James Stewart"
61880,17,"Bess Flowers"
6883,4,"Charlton Heston"
25941,1,"Michael Caine"
20471,6,"Nick Nolte"
36233,6,"Billy Zane"
36233,11,"Charles Lane"
80196,5,"Humphrey Bogart"
80196,9,"Henry O'Neill"
80196,45,"Frank Faylen"
34563,2,"Forest Whitaker"
12834,5,"Susan Sarandon"
31678,6,"Joan Crawford"
31678,17,"Buster Keaton"
31678,28,"Lionel Barrymore"
45921,2,"M. Emmet Walsh"
43495,1,"James Mason"
24973,24,"John Carradine"
24973,51,"John George"
80595,4,"Sean Connery"
31867,2,"Forest Whitaker"
31867,4,"Liev Schreiber"
31867,28,"John Leguizamo"
42451,14,"Randy Quaid"
4933,10,"Charlton Heston"
4933,35,"Bess Flowers"
23048,2,"John Cusack"
28211,4,"Julianne Moore"
28211,2,"Liam Neeson"
30779,9,"Clint Howard"
28510,2,"Dolph Lundgren"
48336,1049,"Liam Neeson"
48336,1058,"Isabelle Huppert"
18823,23,"Liam Neeson"
31196,7,"Richard Riehle"
34769,1,"Woody Harrelson"
35939,2,"Bill Nighy"
35939,9,"Christopher Lee"
23483,3,"Nicolas Cage"
23483,5,"Mark Strong"
16759,1,"Liam Neeson"
184741,18,"Joseph Crehan"
35056,18,"James Franco"
47090,6,"Lance Henriksen"
13417,5,"John Goodman"
13417,28,"Jeff Bennett"
39931,5,"Udo Kier"
36419,1,"Liam Neeson"
22419,2,"James Franco"
43327,2,"Bette Davis"
42669,8,"Edward G. Robinson"
42669,15,"Boris Karloff"
39459,2,"Humphrey Bogart"
39459,13,"Ward Bond"
39459,18,"Irving Bacon"
35689,4,"M. Emmet Walsh"
35689,5,"Keith David"
11801,4,"Sam Neill"
11761,8,"Susan Sarandon"
27586,7,"Michael Shannon"
55236,4,"Alan Hale"
34803,7,"Danny Glover"
34803,17,"Keith David"
29989,1,"Sam Neill"
44747,23,"Bess Flowers"
102419,2,"James Mason"
12411,2,"John Malkovich"
25832,5,"John Hurt"
25338,2,"Christopher Plummer"
33427,5,"Jeff Bennett"
45663,3,"Dean Stockwell"
35656,4,"Brian Cox"
43381,10,"Keenan Wynn"
39053,1,"John C. Reilly"
24805,22,"Gino Corrado"
43517,4,"Alan Hale"
37605,4,"George Sanders"
32985,7,"Max von Sydow"
44399,8,"Anthony Quinn"
44399,9,"J. Carrol Naish"
44399,11,"John Carradine"
44399,33,"Gino Corrado"
10138,30,"Robert Downey Jr."
10138,7,"Samuel L. Jackson"
38579,35,"William H. Macy"
37931,5,"Val Kilmer"
27004,1,"Sean Bean"
198600,17,"Bess Flowers"
5178,9,"Brian Cox"
36950,3,"Susan Sarandon"
36950,4,"John Goodman"
20662,14,"Max von Sydow"
20662,13,"William Hurt"
20662,12,"Mark Strong"
47737,8,"Ray Milland"
28575,26,"Bess Flowers"
51442,1,"Rod Steiger"
38697,10,"Joan Crawford"
38697,12,"Bette Davis"
38697,17,"Alan Hale"
38697,39,"Barbara Stanwyck"
23050,6,"Cloris Leachman"
23050,7,"Roddy McDowall"
23050,15,"Vincent Price"
5590,7,"Catherine Deneuve"
18516,1,"Jeff Goldblum"
18516,2,"Willem Dafoe"
92501,19,"James Stewart"
51792,11,"Robert Mitchum"
174784,10,"Henry O'Neill"
174784,13,"Charles Lane"
174784,18,"Irving Bacon"
174784,27,"Frank Faylen"
174784,28,"John George"
39453,1,"Brad Dourif"
26388,20,"Stephen Tobolowsky"
9543,7,"Ben Kingsley"
9543,4,"Alfred Molina"
43317,22,"Bess Flowers"
40247,4,"Oliver Platt"
36686,12,"Michael Madsen"
36686,13,"Eric Roberts"
66775,6,"Anthony Hopkins"
44398,5,"Orson Welles"
25551,6,"Frank Faylen"
25551,20,"Charles Lane"
38199,3,"Samuel L. Jackson"
80844,3,"Susan Sarandon"
42614,1001,"Joan Crawford"
139383,4,"Ben Kingsley"
37056,11,"Vanessa Redgrave"
37056,14,"Oliver Platt"
132928,4,"James Stewart"
132928,14,"Frank Faylen"
132928,22,"Bess Flowers"
3589,31,"Paul Guilfoyle"
88192,8,"Edward G. Robinson"
88192,16,"Henry O'Neill"
88192,23,"Irving Bacon"
28871,1001,"Vanessa Redgrave"
28871,1004,"Joss Ackland"
79372,12,"Henry O'Neill"
42767,6,"Keenan Wynn"
20533,3,"John Malkovich"
20533,4,"Michael Shannon"
34544,24,"Liam Neeson"
10193,6,"Tom Hanks"
10193,17,"Ned Beatty"
10193,10,"Whoopi Goldberg"
10193,16,"Wallace Shawn"
10193,61,"Frank Welker"
43882,1,"James Stewart"
99627,2,"Barbara Stanwyck"
99627,3,"James Mason"
35164,5,"Gérard Depardieu"
38027,2,"James Mason"
38027,39,"Sylvester Stallone"
32068,1,"Burt Lancaster"
32068,2,"Shelley Winters"
10192,5,"Antonio Banderas"
10192,8,"John Cleese"
10192,41,"Frank Welker"
24663,2,"Jeff Bridges"
24663,7,"Harry Dean Stanton"
24797,3,"Billy Zane"
61120,3,"Jim Broadbent"
37414,5,"Ned Beatty"
26916,2,"Eric Roberts"
120529,4,"Dennis Hopper"
34599,11,"Dick Miller"
16878,1,"Ving Rhames"
45371,2,"Dennis Quaid"
36691,7,"Danny DeVito"
36691,4,"Susan Sarandon"
52365,4,"Cary Grant"
37301,2,"Henry Fonda"
59231,3,"James Caan"
59231,5,"Robert Duvall"
15102,5,"William Hurt"
15102,9,"Mark Strong"
26932,4,"Burt Lancaster"
43449,23,"Bess Flowers"
76180,27,"James Earl Jones"
25903,1,"Julianne Moore"
51395,46,"James Flavin"
34851,7,"Laurence Fishburne"
34851,8,"Danny Trejo"
8471,9,"Sean Bean"
43514,10,"Humphrey Bogart"
43514,12,"Bette Davis"
43514,23,"Alan Hale"
150778,19,"James Flavin"
32921,10,"Alan Hale"
27205,6,"Michael Caine"
38365,6,"Steve Buscemi"
27022,4,"Nicolas Cage"
27022,7,"Alfred Molina"
32395,2,"Susan Sarandon"
32395,19,"Michael Shannon"
38575,2,"Jackie Chan"
22556,5,"William Hurt"
49500,26,"Vanessa Redgrave"
39781,2,"Julianne Moore"
61222,4,"Isabelle Huppert"
27576,3,"Liev Schreiber"
30565,8,"Christopher Plummer"
30565,10,"Bruce Willis"
1920,11,"Barbara Stanwyck"
1920,9,"Raymond Burr"
134427,9,"Reginald Owen"
96525,7,"Reginald Owen"
1863,11,"Marcello Mastroianni"
26652,4,"Michael Caine"
65212,5,"Paul Newman"
65212,41,"John George"
59881,6,"Kathy Bates"
43605,4,"Lionel Barrymore"
39303,6,"Kevin Pollak"
37950,16,"Ray Liotta"
27581,11,"Samuel L. Jackson"
41135,6,"Ving Rhames"
52713,3,"Gérard Depardieu"
77334,4,"Marcello Mastroianni"
94618,17,"Bess Flowers"
86667,2,"Boris Karloff"
83360,95,"James Flavin"
98328,20,"Bess Flowers"
33195,4,"Christopher Lee"
46011,4,"George Sanders"
46011,14,"Bess Flowers"
27578,4,"Sylvester Stallone"
27578,7,"Dolph Lundgren"
27578,8,"Eric Roberts"
27578,15,"Bruce Willis"
97735,23,"John George"
40818,4,"Paul Giamatti"
43821,1,"Henry Fonda"
43821,2,"John Carradine"
43821,26,"Irving Bacon"
17821,1,"Rutger Hauer"
9503,3,"John Goodman"
52270,7,"Reginald Owen"
80364,3,"Ray Milland"
132883,15,"Henry O'Neill"
132883,18,"Gino Corrado"
43549,2,"Forest Whitaker"
43593,26,"Ving Rhames"
43593,32,"Christopher Lloyd"
44718,1,"Bill Murray"
44718,4,"Robert Duvall"
53446,8,"Frank Faylen"
108232,25,"Bess Flowers"
44533,5,"Orson Welles"
41248,5,"Catherine Deneuve"
44140,14,"Charles Bronson"
32196,36,"Gino Corrado"
32196,39,"Bess Flowers"
172535,6,"James Mason"
32638,9,"Frank Welker"
32638,13,"Jim Cummings"
41210,3,"Jeff Goldblum"
39786,1,"Dustin Hoffman"
50641,1001,"Martin Sheen"
23631,4,"Danny Trejo"
23631,7,"Robert De Niro"
17966,1,"Edward G. Robinson"
17966,24,"Boris Karloff"
17966,25,"Charles Lane"
17966,26,"John George"
39240,1,"John Heard"
105737,1003,"Stellan Skarsgård"
80806,24,"Bess Flowers"
43790,2,"Mickey Rooney"
30630,4,"Reginald Owen"
32552,9,"Irving Bacon"
32552,28,"Joan Crawford"
32552,43,"Edward G. Robinson"
32552,56,"Mark Strong"
39519,7,"Rip Torn"
119764,20,"John George"
148175,3,"Keanu Reeves"
4204,13,"Christopher Walken"
69119,7,"Edward G. Robinson"
69119,11,"Anthony Quinn"
69119,22,"Joseph Crehan"
69119,34,"Bess Flowers"
55066,8,"Christopher Walken"
66701,21,"Ward Bond"
43804,5,"John Carradine"
43804,50,"James Flavin"
8886,3,"Dennis Hopper"
46026,6,"Alan Hale"
15527,5,"Kevin Pollak"
37735,2,"Stanley Tucci"
37735,6,"Malcolm McDowell"
38167,5,"James Franco"
38167,8,"Richard Jenkins"
38568,1,"James Franco"
38568,11,"David Strathairn"
45778,16,"Bruce Davison"
43939,31,"Bruce Willis"
43939,30,"Danny DeVito"
33909,9,"Susan Sarandon"
41216,11,"Helen Mirren"
41216,12,"Sam Neill"
39691,5,"Nick Nolte"
39691,19,"Wallace Shawn"
39691,28,"J.K. Simmons"
39691,29,"Grey Griffin"
42530,3,"Shelley Winters"
74714,5,"Donald Pleasence"
35219,3,"Michael Shannon"
22734,4,"J. Carrol Naish"
56168,9,"Ernest Borgnine"
38842,3,"James Caan"
38842,13,"Kevin Pollak"
38842,19,"Robert Forster"
25694,14,"Cary Grant"
27023,1001,"Steve Buscemi"
45077,2,"Liev Schreiber"
59581,8,"John Carradine"
67531,3,"Joan Crawford"
32021,9,"John Carradine"
75938,3,"Burt Lancaster"
75938,4,"Charles Durning"
30931,2,"Charles Durning"
33009,3,"Tom Arnold"
117211,10,"John Wayne"
41402,9,"Richard Jenkins"
39486,2,"John Malkovich"
38303,4,"Sigourney Weaver"
38303,10,"Cloris Leachman"
38031,24,"Anthony Hopkins"
38031,7,"Antonio Banderas"
44113,6,"Robert De Niro"
85290,3,"Charlton Heston"
30071,37,"Ned Beatty"
30071,48,"Kris Kristofferson"
70695,17,"William H. Macy"
110502,2,"Charlton Heston"
27441,2,"James Caan"
27441,4,"Robert Duvall"
41505,33,"Julianne Moore"
45650,5,"Bruce Dern"
45650,13,"Dick Miller"
41009,4,"Jim Broadbent"
73348,3,"Bette Davis"
52358,6,"Cary Grant"
39514,4,"Bruce Willis"
39514,7,"John Malkovich"
39514,8,"Helen Mirren"
39514,14,"James Remar"
39514,26,"Morgan Freeman"
39514,27,"Brian Cox"
39514,15,"Ernest Borgnine"
8316,2,"William Hurt"
31605,1,"Jeff Bridges"
31605,4,"Ned Beatty"
41215,2,"Sean Bean"
1782,1,"John Malkovich"
41733,18,"Robert Downey Jr."
44115,2,"James Franco"
38055,13,"J.K. Simmons"
43819,4,"Mickey Rooney"
80720,2,"Boris Karloff"
80720,12,"Bess Flowers"
91607,1,"Dustin Hoffman"
56192,10,"Dick Miller"
49953,16,"John Hurt"
40716,1,"John Wayne"
40716,9,"Paul Fix"
40716,25,"Gino Corrado"
27563,4,"Joan Crawford"
48466,12,"Antonio Banderas"
68849,18,"George Sanders"
38357,6,"Jeff Goldblum"
43539,23,"Liam Neeson"
44147,1,"Bill Nighy"
12444,7,"Bill Nighy"
12444,10,"Michael Gambon"
12444,17,"John Hurt"
45269,38,"Michael Gambon"
38757,36,"Ron Perlman"
46757,3,"Kirk Douglas"
43437,6,"Keenan Wynn"
43437,13,"Bess Flowers"
13834,1,"Danny Glover"
13834,2,"Ron Perlman"
13834,5,"David Strathairn"
47088,2,"John C. Reilly"
35458,2,"Sigourney Weaver"
35458,3,"Ray Liotta"
35458,4,"J.K. Simmons"
36373,10,"Raymond Burr"
33996,6,"Willem Dafoe"
6320,10,"Gérard Depardieu"
42483,2,"Alan Arkin"
35123,27,"Mark Strong"
37083,8,"Ernest Borgnine"
53654,2,"Kirk Douglas"
43347,4,"Oliver Platt"
10140,49,"Liam Neeson"
38340,4,"Anthony Quinn"
121238,29,"Bess Flowers"
59828,7,"Mickey Rooney"
59828,20,"Shelley Winters"
59828,21,"John George"
26663,12,"Alan Hale"
86608,4,"Robert Mitchum"
130424,9,"James Mason"
130424,17,"Kirk Douglas"
130424,20,"Bess Flowers"
44028,1,"Malcolm McDowell"
44982,19,"Michael Shannon"
71395,2,"Robert Mitchum"
62789,11,"Max von Sydow"
34667,14,"Bess Flowers"
56142,2,"Burt Lancaster"
118533,2,"Rod Steiger"
44264,24,"Jeff Bridges"
44264,66,"J.K. Simmons"
20526,37,"Jeff Bridges"
44009,10,"Jim Broadbent"
104720,7,"George Sanders"
111470,11,"Henry O'Neill"
322799,2,"Alan Arkin"
46829,12,"Paul Giamatti"
46829,10,"Dustin Hoffman"
43855,1,"Barbara Stanwyck"
43855,2,"Henry Fonda"
43855,17,"Irving Bacon"
43855,28,"Paul Guilfoyle"
43855,23,"Bess Flowers"
121006,7,"Mickey Rooney"
121006,24,"John George"
62567,23,"Bess Flowers"
37080,4,"Samuel L. Jackson"
107592,4,"Bette Davis"
107592,5,"Ernest Borgnine"
31300,2,"Gérard Depardieu"
31283,3,"Ernest Borgnine"
31283,4,"Christopher Lee"
111390,7,"Dean Stockwell"
111390,8,"Alan Hale"
48203,9,"Max von Sydow"
15740,2,"Christopher Walken"
35958,13,"J. Carrol Naish"
35138,2,"Jackie Chan"
23282,4,"Buster Keaton"
38705,3,"Buster Keaton"
39451,13,"Robert De Niro"
39451,16,"Dustin Hoffman"
39451,22,"Harvey Keitel"
1361,8,"Roddy McDowall"
78320,1,"Billy Zane"
51357,5,"Buster Keaton"
51358,5,"Buster Keaton"
80054,19,"Charles Lane"
161512,12,"Mark Strong"
56448,3,"Robert Duvall"
54430,23,"Cary Grant"
54430,25,"Bess Flowers"
46207,9,"Isabelle Huppert"
48127,15,"Eric Roberts"
48127,28,"Paul Guilfoyle"
42297,9,"Stanley Tucci"
51359,5,"Buster Keaton"
51739,1023,"Mark Strong"
41515,4,"Dan Aykroyd"
15302,9,"Tom Hanks"
31694,6,"Kris Kristofferson"
6474,4,"Burt Reynolds"
61212,4,"Rod Steiger"
61212,10,"Henry Fonda"
54660,1,"Burt Reynolds"
42243,1004,"James Earl Jones"
51360,4,"Buster Keaton"
27470,13,"Mickey Rooney"
50704,1,"Buster Keaton"
53079,29,"Robin Williams"
102144,9,"Burt Lancaster"
40805,6,"Tom Wilkinson"
40805,28,"James Franco"
51362,4,"Buster Keaton"
25770,1,"Buster Keaton"
49009,9,"Ed Harris"
49009,19,"Mark Strong"
64605,8,"Edward G. Robinson"
64605,9,"Rod Steiger"
64605,18,"Bess Flowers"
51933,1002,"Steve Buscemi"
38742,3,"Buster Keaton"
23047,2,"Nicolas Cage"
23047,3,"Ron Perlman"
23047,7,"Christopher Lee"
79118,3,"Max von Sydow"
42001,1,"Joss Ackland"
42001,17,"Joss Ackland"
84903,22,"Charles Bronson"
44000,2,"Joan Crawford"
207999,3,"Joan Crawford"
15993,8,"Cloris Leachman"
57448,1003,"Catherine Deneuve"
38830,2,"Buster Keaton"
37360,5,"Buster Keaton"
99372,7,"Peter Cushing"
18562,4,"J. Carrol Naish"
18562,6,"Robert Mitchum"
51364,5,"Buster Keaton"
51366,5,"Buster Keaton"
44564,23,"Clint Howard"
55061,2,"Stellan Skarsgård"
112284,1,"Joan Crawford"
112284,3,"Lionel Barrymore"
112284,6,"James Stewart"
38787,2,"Buster Keaton"
43810,8,"J. Carrol Naish"
43810,47,"Gino Corrado"
18703,2,"Kirk Douglas"
18703,3,"Keenan Wynn"
18703,13,"Bess Flowers"
15316,1,"James Franco"
76229,9,"Shelley Winters"
76229,11,"Keenan Wynn"
76229,17,"Bette Davis"
22985,14,"John George"
51876,3,"Robert De Niro"
120357,9,"Bess Flowers"
471,19,"John Hurt"
45807,1,"Buster Keaton"
51367,4,"Buster Keaton"
52844,17,"Charles Lane"
52844,20,"James Flavin"
51092,1,"Marcello Mastroianni"
26530,15,"Joseph Crehan"
26530,17,"James Flavin"
32612,6,"Val Kilmer"
38033,5,"Keith David"
38033,6,"Brad Dourif"
117258,12,"Ray Milland"
133119,1,"Joan Crawford"
133119,18,"Paul Guilfoyle"
122884,25,"James Stewart"
122884,11,"John Carradine"
122884,23,"Ward Bond"
114083,12,"Paul Guilfoyle"
45485,7,"Meryl Streep"
45485,4,"Robert De Niro"
45485,38,"Gene Hackman"
45485,2,"Steve Buscemi"
36939,6,"Christopher Lee"
36939,14,"Stellan Skarsgård"
50348,11,"William H. Macy"
50348,12,"John Leguizamo"
48171,2,"Anthony Hopkins"
48171,6,"Rutger Hauer"
84207,6,"Jeff Goldblum"
28023,10,"Frank Faylen"
104364,2,"Burt Reynolds"
104364,51,"M. Emmet Walsh"
78353,2,"Burt Reynolds"
78353,3,"Gene Hackman"
44944,15,"Whoopi Goldberg"
204040,5,"Mickey Rooney"
204040,6,"George Sanders"
52970,22,"Jackie Chan"
48138,2,"Liam Neeson"
52067,10,"Sigourney Weaver"
52067,11,"John C. Reilly"
45772,11,"Michael Caine"
45772,14,"Patrick Stewart"
45772,15,"Jim Cummings"
43825,3,"John Wayne"
43825,4,"George Sanders"
91419,7,"Keenan Wynn"
11788,1,"Helen Mirren"
82792,6,"Edward G. Robinson"
54635,2,"Joan Crawford"
81687,12,"George Sanders"
150712,19,"Irving Bacon"
150712,20,"Ward Bond"
31324,8,"George Sanders"
50204,14,"Tom Wilkinson"
50204,16,"Christopher Lee"
43552,3,"John Leguizamo"
39513,5,"Sigourney Weaver"
15576,4,"Gérard Depardieu"
49844,12,"Bess Flowers"
31987,3,"Orson Welles"
183894,4,"Michael Gambon"
4704,5,"Burt Reynolds"
4704,11,"M. Emmet Walsh"
35001,1,"Rod Steiger"
35001,4,"Charles Bronson"
47327,4,"Nicolas Cage"
44896,13,"Ned Beatty"
44896,12,"Bill Nighy"
44896,20,"Alfred Molina"
44896,23,"Harry Dean Stanton"
37380,3,"James Stewart"
56930,1,"John Wayne"
56930,6,"Anthony Quinn"
56930,13,"Paul Fix"
31890,18,"Stellan Skarsgård"
33228,3,"Michael Caine"
33228,4,"Anthony Quinn"
47218,14,"Richard Jenkins"
43256,2,"Joan Crawford"
27582,5,"Donald Sutherland"
48988,12,"Richard Jenkins"
49494,2,"Mark Strong"
49494,4,"Donald Sutherland"
14903,4,"Jim Cummings"
56831,8,"Samuel L. Jackson"
22620,4,"Frank Welker"
42819,13,"Anthony Hopkins"
40655,1006,"Michael Ironside"
40655,1014,"Robert Forster"
47533,8,"Frank Welker"
43451,2,"Mickey Rooney"
72185,5,"Clint Howard"
29865,14,"Dick Miller"
13957,2,"Christopher Plummer"
53237,7,"Richard Riehle"
59248,1,"Liam Neeson"
51447,2,"Catherine Deneuve"
51447,3,"Gérard Depardieu"
33025,2,"Joan Crawford"
33025,13,"Paul Fix"
33025,14,"James Flavin"
45132,6,"Kevin Bacon"
81751,19,"Irving Bacon"
193547,5,"Keenan Wynn"
93528,3,"Anthony Quinn"
58232,5,"Bill Nighy"
10356,1,"Christian Slater"
76875,3,"James Caan"
104430,19,"John Wayne"
45046,5,"James Earl Jones"
45046,10,"Ron Perlman"
45046,14,"Dick Miller"
41616,4,"John Heard"
49018,22,"Lin Shaye"
131770,2,"Ray Milland"
131770,22,"Bess Flowers"
99351,5,"Dean Stockwell"
99351,16,"Henry O'Neill"
49010,2,"Rutger Hauer"
42815,14,"Boris Karloff"
55725,4,"Paul Giamatti"
13190,6,"Jeff Bennett"
13190,7,"Jim Cummings"
13190,8,"Grey Griffin"
53172,6,"Keanu Reeves"
53172,5,"James Caan"
53172,15,"Peter Stormare"
36331,10,"Charlton Heston"
49012,8,"Helen Mirren"
49012,12,"Nick Nolte"
62215,6,"John Hurt"
62215,8,"Stellan Skarsgård"
62215,10,"Udo Kier"
10195,6,"Anthony Hopkins"
10195,23,"Stellan Skarsgård"
10195,30,"Samuel L. Jackson"
40719,1,"John Wayne"
40719,10,"Paul Fix"
40719,12,"Irving Bacon"
59928,13,"Christopher McDonald"
99920,4,"Edward G. Robinson"
99920,6,"George Sanders"
99920,12,"Henry O'Neill"
99920,36,"Ward Bond"
77166,9,"Joss Ackland"
50671,4,"Christopher Lee"
57118,1002,"Ed Harris"
10011,18,"Lance Henriksen"
3581,12,"Donald Pleasence"
3581,22,"Christopher Lee"
57586,1004,"Samuel L. Jackson"
52032,1,"Christopher Plummer"
106515,7,"John Carradine"
106515,17,"Charles Lane"
51209,26,"Val Kilmer"
51209,27,"Christopher Walken"
14252,1,"Michael Madsen"
80639,28,"Frank Faylen"
57035,2,"Boris Karloff"
57035,9,"Reginald Owen"
28286,2,"Joan Crawford"
28286,3,"John Wayne"
28286,5,"Reginald Owen"
28286,7,"John Carradine"
40041,12,"Charles Lane"
43959,2,"Dennis Quaid"
38321,14,"Brad Dourif"
38321,9,"Christopher Plummer"
92667,14,"J. Carrol Naish"
92667,17,"Henry O'Neill"
92667,18,"Joseph Crehan"
106882,3,"Ray Milland"
106882,5,"Reginald Owen"
59436,11,"Kathy Bates"
43385,19,"Bess Flowers"
43385,22,"Irving Bacon"
63858,6,"Barbara Stanwyck"
41611,8,"Barbara Stanwyck"
45243,20,"Paul Giamatti"
85504,18,"Alan Hale"
5937,4,"Steve Buscemi"
47489,2,"Gérard Depardieu"
49950,32,"Billy Zane"
52049,1,"Isabelle Huppert"
122709,6,"Paul Fix"
85670,6,"Lionel Barrymore"
60164,5,"Wallace Shawn"
140995,4,"Bette Davis"
140995,23,"Alan Hale"
140995,35,"Irving Bacon"
59468,2,"Martin Sheen"
25738,2,"Shelley Winters"
39834,15,"J. Carrol Naish"
39834,17,"Ernest Borgnine"
49444,7,"Dustin Hoffman"
49444,8,"Jackie Chan"
49538,27,"Kevin Bacon"
49538,28,"Oliver Platt"
49538,47,"Michael Ironside"
49538,44,"James Remar"
43497,28,"Shelley Winters"
38417,9,"Ray Milland"
70862,1002,"Robert Forster"
102384,11,"Boris Karloff"
55347,4,"Christopher Plummer"
41382,8,"Keith David"
29877,11,"Bess Flowers"
44219,9,"Steve Buscemi"
105981,4,"Paul Fix"
44912,10,"Mark Strong"
56272,21,"Julianne Moore"
13378,6,"Jim Cummings"
13378,29,"Jeff Bennett"
169788,3,"Shelley Winters"
89158,8,"Charlton Heston"
89158,24,"John George"
131504,13,"Bess Flowers"
80941,18,"Henry O'Neill"
74088,13,"Charles Lane"
94241,3,"George Sanders"
45239,8,"Bette Davis"
38356,5,"John Malkovich"
38356,13,"John Turturro"
38356,24,"James Remar"
38356,26,"Frank Welker"
38356,78,"Frank Welker"
59861,3,"Tom Hanks"
38319,6,"James Franco"
97831,1,"Kirk Douglas"
80086,4,"George Sanders"
126777,44,"John George"
14552,3,"Val Kilmer"
59111,6,"Robert Forster"
65034,8,"William Hurt"
65034,4,"Paul Giamatti"
65034,5,"James Woods"
65034,30,"John Heard"
64350,1,"Liev Schreiber"
147846,4,"Reginald Owen"
38317,1,"Sylvester Stallone"
38317,15,"Nick Nolte"
51540,7,"Donald Sutherland"
49013,5,"Michael Caine"
49013,27,"John Turturro"
49013,38,"Vanessa Redgrave"
58257,1,"Helen Mirren"
66113,1003,"Sam Neill"
